year,canton,diseasesGroup,diseases,species,count
2000,ZH,Diseases to be monitored,Equine viral arteritis,Horse,1
2000,BE,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,2
2000,BE,Diseases to be monitored,Listeriosis,Sheep,1
2000,VS,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2000,SG,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2000,FR,Diseases to be controlled,Hypodermosis,Cattle,14
2000,GR,Diseases to be controlled,American foulbrood of bees,Bees,9
2000,TG,Diseases to be controlled,European foulbrood of bees,Bees,1
2000,LU,Diseases to be controlled,Salmonellosis,Pigeon,1
2000,SG,Diseases to be monitored,Malignant catarrhal fever,Cattle,14
2000,VD,Diseases to be controlled,Salmonellosis,Cattle,5
2000,SZ,Diseases to be controlled,Salmonellosis,Cattle,5
2000,BE,Diseases to be monitored,Blackleg,Cattle,1
2000,NE,Diseases to be controlled,Salmonellosis,Chicken,1
2000,VD,Diseases to be controlled,Avian chlamydiosis,Parrot,1
2000,JU,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,3
2000,VD,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,6
2000,LU,Diseases to be controlled,Avian chlamydiosis,Parrot,3
2000,GR,Diseases to be controlled,Ram brucellosis,Sheep,1
2000,VD,Diseases to be monitored,Blackleg,Cattle,1
2000,TI,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2000,SG,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2000,OW,Diseases to be controlled,American foulbrood of bees,Bees,10
2000,VS,Diseases to be monitored,Blackleg,Cattle,1
2000,GR,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2000,BE,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,1
2000,VS,Diseases to be monitored,Enzootic abortion of ewes,Cattle,7
2000,GR,Diseases to be monitored,Maedi-Visna,Sheep,2
2000,AR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,3
2000,NW,Diseases to be controlled,Salmonellosis,Cattle,3
2000,SG,Diseases to be controlled,European foulbrood of bees,Bees,2
2000,AR,Diseases to be monitored,Maedi-Visna,Sheep,1
2000,SO,Diseases to be controlled,Sheep scab,Sheep,1
2000,BE,Diseases to be controlled,Paratuberculosis,Cattle,2
2000,VS,Diseases to be monitored,Listeriosis,Sheep,3
2000,VD,Diseases to be controlled,American foulbrood of bees,Bees,10
2000,BL,Diseases to be monitored,Maedi-Visna,Sheep,2
2000,FR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,6
2000,ZG,Diseases to be controlled,European foulbrood of bees,Bees,2
2000,SG,Diseases to be monitored,Yersiniosis,Monkey,2
2000,ZH,Diseases to be monitored,Listeriosis,Cattle,3
2000,LU,Diseases to be controlled,Salmonellosis,Cattle,8
2000,GR,Diseases to be controlled,European foulbrood of bees,Bees,11
2000,BE,Diseases to be controlled,American foulbrood of bees,Bees,29
2000,SG,Diseases to be monitored,Enzootic abortion of ewes,Goat,1
2000,FR,Diseases to be controlled,Salmonellosis,Cattle,1
2000,SG,Diseases to be monitored,Enzootic abortion of ewes,Cattle,1
2000,SG,Diseases to be controlled,Leptospirosis,Cattle,4
2000,AI,Diseases to be monitored,Malignant catarrhal fever,Cattle,1
2000,ZH,Diseases to be controlled,Hypodermosis,Cattle,9
2000,VD,Diseases to be controlled,Salmonellosis,Parrot,1
2000,VS,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,12
2000,ZG,Diseases to be controlled,Avian chlamydiosis,Other wild bird,1
2000,ZH,Diseases to be controlled,Sheep scab,Sheep,1
2000,VS,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2000,SH,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2000,ZG,Diseases to be controlled,American foulbrood of bees,Bees,3
2000,UR,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2000,FR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,7
2000,BE,Diseases to be monitored,Malignant catarrhal fever,Cattle,3
2000,ZH,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2000,GE,Diseases to be controlled,American foulbrood of bees,Bees,1
2000,VD,Diseases to be controlled,Actinobacillosis of pigs,Pig,1
2000,TG,Diseases to be controlled,Hypodermosis,Cattle,1
2000,ZH,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Sheep,1
2000,VS,Diseases to be monitored,Enzootic abortion of ewes,Sheep,4
2000,SG,Diseases to be controlled,Salmonellosis,Pigeon,1
2000,AR,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2000,JU,Diseases to be controlled,Salmonellosis,Chicken,1
2000,SG,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,1
2000,ZH,Diseases to be monitored,Rabbit hemorrhagic disease,Hare,1
2000,FR,Diseases to be controlled,American foulbrood of bees,Bees,13
2000,NW,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Stag,1
2000,GR,Diseases to be monitored,Enzootic abortion of ewes,Goat,5
2000,GE,Diseases to be controlled,Hypodermosis,Cattle,1
2000,SZ,Diseases to be monitored,Listeriosis,Cattle,1
2000,TI,Diseases to be controlled,Ram brucellosis,Sheep,1
2000,LU,Diseases to be monitored,Malignant catarrhal fever,Cattle,1
2000,JU,Diseases to be controlled,Salmonellosis,Pigeon,1
2000,SO,Diseases to be controlled,Salmonellosis,Cattle,1
2000,VD,Diseases to be monitored,Enzootic abortion of ewes,Goat,2
2000,ZH,Diseases to be controlled,Salmonellosis,Snake,1
2000,FL,Diseases to be controlled,Caprine arthritis encephalitis,Goat,3
2000,SZ,Diseases to be monitored,Maedi-Visna,Sheep,1
2000,NW,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,2
2000,ZH,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,2
2000,LU,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2000,TI,Diseases to be monitored,Enzootic abortion of ewes,Goat,4
2000,NE,Diseases to be controlled,American foulbrood of bees,Bees,4
2000,TI,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,3
2000,JU,Diseases to be controlled,Paratuberculosis,Cattle,1
2000,BE,Diseases to be monitored,Jaagsiekte (Pulmonary adenomatosis),Sheep,1
2000,OW,Diseases to be controlled,European foulbrood of bees,Bees,2
2000,GR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2000,VD,Diseases to be controlled,Salmonellosis,Other wild bird,1
2000,AI,Diseases to be monitored,Listeriosis,Cattle,1
2000,AG,Diseases to be monitored,Q fever (Coxiellosis),Cattle,4
2000,SG,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,3
2000,ZH,Diseases to be controlled,Myxomatosis,Rabbit,1
2000,BE,Diseases to be monitored,Malignant catarrhal fever,Stag,1
2000,GR,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2000,ZH,Diseases to be monitored,Campylobacteriosis,Sheep,1
2000,BE,Eradicable diseases,Viral hemorrhagic septicemia,Fish,2
2000,BE,Diseases to be controlled,European foulbrood of bees,Bees,12
2000,SG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,16
2000,SZ,Diseases to be controlled,Sheep scab,Cattle,1
2000,SG,Diseases to be monitored,Listeriosis,Sheep,1
2000,SG,Diseases to be controlled,Salmonellosis,Monkey,1
2000,AG,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2000,SG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,4
2000,SG,Diseases to be controlled,Salmonellosis,Parrot,1
2000,LU,Diseases to be controlled,European foulbrood of bees,Bees,4
2000,BE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,9
2000,ZH,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,4
2000,FR,Diseases to be controlled,Avian chlamydiosis,Other wild bird,1
2000,NE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,5
2000,JU,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2000,SZ,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2000,OW,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2000,SG,Diseases to be controlled,Sheep scab,Sheep,1
2000,BS,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,3
2000,NW,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2000,ZH,Diseases to be controlled,Salmonellosis,Cattle,4
2000,LU,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2000,TG,Diseases to be monitored,Malignant catarrhal fever,Cattle,1
2000,TI,Diseases to be controlled,European foulbrood of bees,Bees,2
2000,ZG,Diseases to be controlled,Salmonellosis,Cattle,9
2000,GR,Diseases to be monitored,Malignant catarrhal fever,Cattle,8
2000,ZH,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2000,LU,Diseases to be monitored,Teschen disease,Pig,2
2000,UR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2000,BE,Diseases to be controlled,Sheep scab,Sheep,12
2001,OW,Diseases to be monitored,Neosporosis,Cattle,1
2001,AG,Diseases to be controlled,Salmonellosis,Pig,1
2001,AR,Diseases to be monitored,Listeriosis,Chicken,1
2001,LU,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2001,AI,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2001,AG,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2001,LU,Diseases to be controlled,Avian chlamydiosis,Parrot,1
2001,FR,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,5
2001,BE,Diseases to be monitored,Listeriosis,Cattle,1
2001,LU,Diseases to be controlled,American foulbrood of bees,Bees,14
2001,BE,Diseases to be controlled,Caprine arthritis encephalitis,Goat,11
2001,BE,Diseases to be monitored,Neosporosis,Cattle,1
2001,SZ,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,BE,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,3
2001,OW,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,VD,Diseases to be controlled,Salmonellosis,Cattle,2
2001,BS,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,1
2001,GR,Diseases to be monitored,Enzootic abortion of ewes,Goat,13
2001,VD,Diseases to be monitored,Listeriosis,Sheep,2
2001,ZH,Diseases to be controlled,Caprine arthritis encephalitis,Goat,7
2001,SO,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2001,AG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,4
2001,AG,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,12
2001,SG,Diseases to be controlled,Salmonellosis,Cattle,5
2001,BE,Diseases to be monitored,Echinococcosis,Other pet,1
2001,VS,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,ZH,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,7
2001,OW,Diseases to be controlled,Salmonellosis,Cattle,2
2001,LU,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,11
2001,AG,Eradicable diseases,Viral hemorrhagic septicemia,Fish,1
2001,BE,Diseases to be controlled,Salmonellosis,Cattle,3
2001,ZH,Diseases to be controlled,Salmonellosis,Pigeon,1
2001,ZH,Diseases to be monitored,Listeriosis,Sheep,1
2001,ZH,Diseases to be controlled,American foulbrood of bees,Bees,2
2001,BE,Diseases to be controlled,Myxomatosis,Rabbit,1
2001,TG,Diseases to be controlled,Salmonellosis,Cattle,4
2001,GR,Diseases to be monitored,Blackleg,Cattle,3
2001,ZH,Diseases to be monitored,Enzootic abortion of ewes,Sheep,2
2001,AR,Diseases to be monitored,Cryptosporidiosis,Cattle,2
2001,AR,Diseases to be monitored,Toxoplasmosis,Cat,1
2001,VD,Diseases to be controlled,Caprine arthritis encephalitis,Goat,10
2001,FR,Diseases to be controlled,Salmonellosis,Cattle,3
2001,BE,Diseases to be monitored,Blackleg,Cattle,3
2001,BL,Diseases to be monitored,Neosporosis,Cattle,2
2001,FR,Diseases to be controlled,Salmonellosis,Pigeon,1
2001,SO,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2001,SG,Diseases to be controlled,Leptospirosis,Cattle,4
2001,VD,Diseases to be controlled,American foulbrood of bees,Bees,10
2001,TI,Diseases to be controlled,Leptospirosis,Cattle,1
2001,BL,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,2
2001,ZH,Diseases to be monitored,Yersiniosis,Other pet,1
2001,NE,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,5
2001,ZG,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,2
2001,AG,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2001,NW,Diseases to be controlled,Salmonellosis,Cattle,1
2001,SG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,9
2001,FL,Diseases to be monitored,Listeriosis,Cattle,1
2001,GR,Diseases to be controlled,Infectious pancreatic necrosis,Fish,1
2001,GE,Diseases to be monitored,Echinococcosis,Dog,1
2001,BE,Diseases to be monitored,Listeriosis,Sheep,5
2001,TI,Diseases to be monitored,Listeriosis,Goat,2
2001,AI,Eradicable diseases,Porcine reproductive and respiratory syndrome,Pig,1
2001,GR,Diseases to be monitored,Q fever (Coxiellosis),Sheep,3
2001,NE,Diseases to be controlled,Salmonellosis,Snake,1
2001,ZH,Diseases to be controlled,Salmonellosis,Dog,4
2001,JU,Diseases to be monitored,Listeriosis,Cattle,1
2001,NE,Diseases to be controlled,Leptospirosis,Cattle,1
2001,FR,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,2
2001,ZG,Diseases to be controlled,Sheep scab,Sheep,2
2001,ZH,Diseases to be controlled,Avian chlamydiosis,Parrot,2
2001,SG,Diseases to be monitored,Listeriosis,Cattle,1
2001,ZH,Diseases to be monitored,Toxoplasmosis,Cattle,1
2001,BE,Diseases to be controlled,Infectious pancreatic necrosis,Fish,1
2001,AG,Diseases to be controlled,Avian chlamydiosis,Parrot,1
2001,ZH,Diseases to be controlled,Salmonellosis,Lizard,2
2001,VD,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,4
2001,AG,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2001,SH,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2001,FR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,6
2001,LU,Diseases to be monitored,Maedi-Visna,Sheep,1
2001,VD,Diseases to be monitored,Malignant catarrhal fever,Cattle,2
2001,GR,Diseases to be controlled,European foulbrood of bees,Bees,7
2001,TG,Diseases to be controlled,Salmonellosis,Sheep,1
2001,VD,Diseases to be monitored,Listeriosis,Other pet,1
2001,SZ,Diseases to be controlled,Salmonellosis,Cattle,4
2001,SO,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,ZH,Diseases to be controlled,Salmonellosis,Snake,3
2001,VD,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,5
2001,TG,Diseases to be monitored,Spring viraemia of carp,Fish,1
2001,OW,Diseases to be monitored,Toxoplasmosis,Goat,1
2001,GE,Eradicable diseases,Swine brucellosis,Wild boar,1
2001,VD,Diseases to be controlled,Salmonellosis,Dog,1
2001,AR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2001,FR,Diseases to be controlled,Paratuberculosis,Cattle,1
2001,LU,Diseases to be controlled,Caprine arthritis encephalitis,Goat,13
2001,SG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2001,ZH,Diseases to be controlled,Salmonellosis,Cattle,2
2001,JU,Diseases to be controlled,Hypodermosis,Cattle,3
2001,VS,Diseases to be controlled,Caprine arthritis encephalitis,Goat,16
2001,VS,Diseases to be controlled,Sheep scab,Sheep,1
2001,FR,Diseases to be controlled,Actinobacillosis of pigs,Pig,5
2001,VD,Diseases to be controlled,Salmonellosis,Sheep,1
2001,OW,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2001,BE,Diseases to be monitored,Listeriosis,Goat,2
2001,GL,Diseases to be controlled,American foulbrood of bees,Bees,1
2001,TI,Diseases to be controlled,American foulbrood of bees,Bees,5
2001,VD,Diseases to be monitored,Equine viral arteritis,Horse,2
2001,TG,Diseases to be controlled,European foulbrood of bees,Bees,1
2001,ZH,Diseases to be monitored,Maedi-Visna,Sheep,3
2001,SH,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,SG,Diseases to be monitored,Enzootic abortion of ewes,Goat,1
2001,UR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2001,UR,Diseases to be controlled,Salmonellosis,Cattle,1
2001,SG,Diseases to be monitored,Neosporosis,Cattle,2
2001,VD,Diseases to be controlled,Salmonellosis,Pigeon,1
2001,VS,Eradicable diseases,Viral hemorrhagic septicemia,Fish,1
2001,SG,Diseases to be monitored,Listeriosis,Goat,1
2001,GE,Diseases to be controlled,Salmonellosis,Other wild bird,1
2001,GR,Diseases to be monitored,Enzootic abortion of ewes,Sheep,32
2001,AG,Diseases to be controlled,Salmonellosis,Cattle,6
2001,GE,Diseases to be controlled,European foulbrood of bees,Bees,2
2001,NW,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2001,GR,Diseases to be monitored,Enzootic abortion of ewes,Cattle,35
2001,SO,Diseases to be monitored,Equine viral arteritis,Horse,1
2001,SZ,Diseases to be controlled,Sheep scab,Sheep,70
2001,SZ,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2001,SG,Diseases to be controlled,Salmonellosis,Pig,1
2001,TI,Diseases to be monitored,Listeriosis,Sheep,3
2001,BE,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2001,TI,Diseases to be controlled,European foulbrood of bees,Bees,1
2001,GL,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2001,ZH,Diseases to be controlled,Sheep scab,Sheep,3
2001,LU,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,SG,Diseases to be controlled,Salmonellosis,Pigeon,1
2001,GR,Diseases to be controlled,Sheep scab,Sheep,1
2001,VD,Diseases to be controlled,Hypodermosis,Cattle,12
2001,GE,Diseases to be controlled,Salmonellosis,Pig,1
2001,BE,Diseases to be controlled,Avian chlamydiosis,Pigeon,1
2001,OW,Diseases to be controlled,Sheep scab,Sheep,8
2001,VD,Diseases to be monitored,Yersiniosis,Cattle,1
2001,ZG,Diseases to be controlled,Salmonellosis,Cattle,5
2001,FR,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,3
2001,JU,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2001,AG,Eradicable diseases,Infectious bovine rhinotracheitis/Infectious pustular vulvovaginitis,Cattle,1
2001,GE,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2001,NE,Diseases to be monitored,Neosporosis,Cattle,1
2001,OW,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2001,GR,Diseases to be monitored,Maedi-Visna,Sheep,2
2001,GL,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2001,OW,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2001,SG,Eradicable diseases,Tuberculosis / Mycobacteriosis,Cat,1
2001,VD,Diseases to be controlled,Salmonellosis,Snake,1
2001,SO,Diseases to be monitored,Blackleg,Cattle,1
2001,GR,Diseases to be monitored,Malignant catarrhal fever,Cattle,8
2001,BE,Diseases to be controlled,Paratuberculosis,Cattle,3
2001,VS,Diseases to be controlled,American foulbrood of bees,Bees,10
2001,AG,Diseases to be controlled,Hypodermosis,Cattle,2
2001,LU,Diseases to be controlled,Paratuberculosis,Cattle,1
2001,BE,Diseases to be controlled,Avian chlamydiosis,Other wild bird,1
2001,BL,Diseases to be controlled,Infectious pancreatic necrosis,Fish,1
2001,UR,Diseases to be controlled,Sheep scab,Sheep,1
2001,VS,Diseases to be monitored,Q fever (Coxiellosis),Cattle,5
2001,AI,Diseases to be monitored,Neosporosis,Cattle,3
2001,SG,Diseases to be controlled,Hypodermosis,Cattle,2
2001,VD,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,2
2001,AI,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2001,GR,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2001,JU,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,3
2001,AG,Diseases to be controlled,American foulbrood of bees,Bees,1
2001,BE,Diseases to be controlled,Sheep scab,Sheep,12
2001,JU,Diseases to be monitored,Blackleg,Cattle,1
2001,SG,Diseases to be controlled,Paratuberculosis,Cattle,1
2001,ZG,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2001,NE,Diseases to be controlled,American foulbrood of bees,Bees,3
2001,SG,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2001,AR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2001,SG,Diseases to be monitored,Q fever (Coxiellosis),Goat,2
2001,LU,Diseases to be controlled,Salmonellosis,Cattle,3
2001,NE,Diseases to be controlled,Salmonellosis,Turtle,1
2001,JU,Diseases to be monitored,Q fever (Coxiellosis),Goat,1
2001,OW,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2001,VD,Diseases to be controlled,European foulbrood of bees,Bees,3
2001,VD,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Other pet,1
2001,ZH,Diseases to be controlled,Salmonellosis,Cat,3
2001,GR,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2001,GE,Diseases to be controlled,Salmonellosis,Dog,2
2001,VD,Diseases to be monitored,Proliferative kidney disease of fish,Fish,5
2001,ZH,Diseases to be monitored,Listeriosis,Cattle,1
2001,SG,Diseases to be controlled,Salmonellosis,Chicken,1
2001,BL,Eradicable diseases,Viral hemorrhagic septicemia,Fish,1
2001,AI,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2001,ZH,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,1
2001,FR,Diseases to be controlled,European foulbrood of bees,Bees,7
2001,AI,Diseases to be monitored,Malignant catarrhal fever,Cattle,4
2001,GR,Diseases to be controlled,Hypodermosis,Cattle,2
2001,SG,Diseases to be controlled,Salmonellosis,Dog,1
2001,NE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,1
2001,SG,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,1
2001,NE,Diseases to be controlled,Enzootic pneumonia of pigs,Pig,1
2001,FR,Diseases to be monitored,Proliferative kidney disease of fish,Fish,1
2001,GE,Diseases to be controlled,American foulbrood of bees,Bees,9
2001,VS,Diseases to be monitored,Maedi-Visna,Sheep,2
2001,ZH,Diseases to be controlled,European foulbrood of bees,Bees,5
2001,VD,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2001,BE,Diseases to be controlled,Salmonellosis,Sheep,1
2001,TI,Diseases to be monitored,Rabbit hemorrhagic disease,Rabbit,3
2001,SZ,Diseases to be monitored,Enzootic abortion of ewes,Sheep,1
2001,VD,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,3
2001,ZH,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2001,SZ,Diseases to be monitored,Malignant catarrhal fever,Cattle,1
2001,SG,Diseases to be controlled,Sheep scab,Sheep,8
2001,TG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2001,JU,Diseases to be controlled,American foulbrood of bees,Bees,3
2001,GR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,21
2001,SZ,Diseases to be controlled,Caprine arthritis encephalitis,Goat,2
2001,GL,Diseases to be monitored,Malignant catarrhal fever,Cattle,2
2001,ZG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,4
2001,VS,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2001,LU,Diseases to be controlled,European foulbrood of bees,Bees,17
2001,AR,Diseases to be monitored,Listeriosis,Sheep,1
2001,SG,Diseases to be controlled,American foulbrood of bees,Bees,1
2001,SO,Diseases to be monitored,Neosporosis,Cattle,1
2001,JU,Diseases to be controlled,Paratuberculosis,Cattle,3
2001,BE,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,7
2001,OW,Diseases to be monitored,Q fever (Coxiellosis),Sheep,1
2001,TI,Diseases to be controlled,Caprine arthritis encephalitis,Goat,4
2001,AR,Diseases to be controlled,Salmonellosis,Pigeon,1
2001,BE,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2001,FR,Diseases to be controlled,Salmonellosis,Pig,3
2001,ZG,Diseases to be monitored,Neosporosis,Cattle,1
2001,GR,Diseases to be controlled,American foulbrood of bees,Bees,20
2001,BE,Diseases to be controlled,European foulbrood of bees,Bees,30
2001,VS,Diseases to be controlled,Paratuberculosis,Cattle,1
2001,FR,Diseases to be controlled,American foulbrood of bees,Bees,1
2001,FR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,10
2001,TI,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,1
2001,VD,Diseases to be monitored,Listeriosis,Cattle,5
2001,BE,Diseases to be controlled,American foulbrood of bees,Bees,31
2001,TI,Diseases to be controlled,Ram brucellosis,Sheep,2
2001,NE,Diseases to be monitored,Equine viral arteritis,Horse,1
2001,FR,Diseases to be monitored,Equine viral arteritis,Horse,2
2001,AI,Diseases to be monitored,Cryptosporidiosis,Cattle,6
2001,VD,Diseases to be controlled,Salmonellosis,Chicken,3
2001,SG,Diseases to be monitored,Malignant catarrhal fever,Cattle,15
2001,BE,Eradicable diseases,Bovine viral diarrhea / Mucosal disease,Cattle,1
2001,VD,Diseases to be controlled,Paratuberculosis,Cattle,2
2001,VS,Diseases to be monitored,Pseudotuberculosis of sheep and goats,Goat,1
2001,SO,Diseases to be controlled,American foulbrood of bees,Bees,2
2001,NE,Diseases to be controlled,Salmonellosis,Cattle,1
2001,BE,Diseases to be controlled,Avian chlamydiosis,Parrot,2
2001,OW,Diseases to be controlled,American foulbrood of bees,Bees,3
2001,VS,Diseases to be controlled,European foulbrood of bees,Bees,2
2001,BE,Diseases to be monitored,Malignant catarrhal fever,Cattle,1
2001,VD,Diseases to be monitored,Blackleg,Cattle,3
2001,GR,Diseases to be monitored,Q fever (Coxiellosis),Cattle,2
2001,SO,Diseases to be controlled,Salmonellosis,Pigeon,1
2002,AI,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2002,TG,Diseases to be controlled,Salmonellosis,Cattle,3
2002,SG,Diseases to be monitored,Varroa destructor (bee mite disease),Bees,1
2002,AG,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
2002,OW,Diseases to be monitored,Neosporosis,Cattle,6
2002,VD,Diseases to be controlled,European foulbrood of bees,Bees,1
2002,ZH,Diseases to be monitored,Equine viral arteritis,Horse,1
2002,LU,Diseases to be controlled,European foulbrood of bees,Bees,12
2002,BE,Diseases to be monitored,Maedi-Visna,Sheep,2
2002,GE,Diseases to be controlled,American foulbrood of bees,Bees,3
2002,VS,Diseases to be monitored,Enzootic abortion of ewes,Cattle,1
2002,SG,Diseases to be controlled,Sheep scab,Sheep,7
2002,LU,Diseases to be monitored,Listeriosis,Cattle,1
2002,BE,Eradicable diseases,Infectious haematopoietic necrosis,Fish,1
2002,LU,Diseases to be monitored,Proliferative kidney disease of fish,Fish,1
2002,SO,Diseases to be controlled,Salmonellosis,Cattle,4
2002,VD,Diseases to be controlled,American foulbrood of bees,Bees,4
2002,BE,Diseases to be controlled,Infectious laryngotracheitis of chickens,Chicken,2
2002,AG,Eradicable diseases,Bovine spongiform encephalopathy,Cattle,2
2002,TG,Diseases to be controlled,Salmonellosis,Dog,1
2002,LU,Diseases to be monitored,Malignant catarrhal fever,Cattle,1
2002,LU,Diseases to be controlled,Salmonellosis,Cattle,8
2002,UR,Diseases to be controlled,Caprine arthritis encephalitis,Goat,1
