id|type|date|page_count|link|info|meldung_id|publikation_id|erf_date|erf_user|mut_date|mut_user|version|Dates_erf_date|Dates_mut_date
513|10|27.02.2023|3|https://www.eurekalert.org/news-releases/980748||323|19|2023-02-28T07:10:50|932|2023-02-28T07:10:50|932|0|2023-02-28|2023-02-28
514|20|||https://doi.org/10.1038/s41591-023-02223-9||323|232|2023-02-28T07:10:50|932|2023-02-28T07:10:50|932|0|2023-02-28|2023-02-28
515|10|27.02.2023|2|https://www.eurekalert.org/news-releases/980998||324|19|2023-02-28T07:17:01|932|2023-02-28T07:17:01|932|0|2023-02-28|2023-02-28
516|20|||https://doi.org/10.3390/foods11233839||324|22|2023-02-28T07:17:01|932|2023-02-28T07:17:01|932|0|2023-02-28|2023-02-28
517|10|27.02.2023|1|https://www.food-safety.com/articles/8382-scientists-find-microplastics-used-in-food-packaging-in-human-veins||325|10|2023-02-28T07:33:29|84|2023-02-28T07:33:29|84|0|2023-02-28|2023-02-28
518|20|||https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0280594||325|95|2023-02-28T07:33:29|84|2023-02-28T07:33:29|84|0|2023-02-28|2023-02-28
519|10|02.2023|2|https://vigilanses.anses.fr/sites/default/files/VigilAnsesN18_February2023_VF_0.pdf||326|147|2023-02-28T09:23:08|84|2023-02-28T09:23:08|84|0|2023-02-28|2023-02-28
520|10|02.2023|2|https://vigilanses.anses.fr/sites/default/files/VigilAnsesN18_February2023_Actirub.pdf||327|147|2023-02-28T10:22:55|84|2023-02-28T10:22:55|84|0|2023-02-28|2023-02-28
521|10|01.2023|10|https://www.sciencedirect.com/science/article/abs/pii/S0889157522006469?via%3Dihub||328|233|2023-02-28T10:59:57|84|2023-02-28T10:59:57|84|0|2023-02-28|2023-02-28
522|10|01.03.2023|3|https://promedmail.org/||329|169|2023-03-02T07:17:57|84|2023-03-02T07:17:57|84|0|2023-03-02|2023-03-02
523|20|||https://www.cdc.gov/ncezid/dfwed/outbreak-response/rep-strains/repexh01.html?ACSTrackingID=USCDC_485-DM99711&ACSTrackingLabel=Food%20Safety%20Updates%20From%20CDC&deliveryName=USCDC_485-DM99711||329|37|2023-03-02T07:17:57|84|2023-03-02T07:17:57|84|0|2023-03-02|2023-03-02
524|10|01.03.2023|1|https://www.foodnavigator.com/Article/2023/03/01/manuka-honey-claims-dismissed-in-uk-and-us-all-non-nz-brands-failed-the-test||330|67|2023-03-02T07:51:13|84|2023-03-02T07:51:13|84|0|2023-03-02|2023-03-02
525|20|||https://www.abc4.com/business/press-releases/cision/20230228LN26490/missing-the-manuka-mark/||330|234|2023-03-02T07:51:13|84|2023-03-02T07:51:13|84|0|2023-03-02|2023-03-02
526|20|||https://www.food-safety.com/articles/8389-using-wgs-cdc-identifies-source-for-outbreaks-of-one-persistent-e-coli-strain||329|10|2023-03-02T08:05:51|84|2023-03-02T08:05:51|84|0|2023-03-02|2023-03-02
527|10|01.03.2023|1|https://www.t-online.de/leben/essen-und-trinken/id_100135004/ramen-nudeln-instant-gericht-verbirgt-gefahr.html||331|231|2023-03-02T09:30:06|84|2023-03-02T09:30:06|84|0|2023-03-02|2023-03-02
528|20|||https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5449380/||331|235|2023-03-02T09:30:06|84|2023-03-02T09:30:06|84|0|2023-03-02|2023-03-02
529|10|01.03.2023|1|https://kswfoodmicro.com/2023/03/01/research-isolation-of-salmonella-species-of-public-health-concern-from-commonly-fed-dried-meat-dog-treats/||332|20|2023-03-02T10:06:58|84|2023-03-02T10:06:58|84|0|2023-03-02|2023-03-02
530|20|||https://bvajournals.onlinelibrary.wiley.com/action/showCitFormats?doi=10.1002%2Fvetr.2642||332|236|2023-03-02T10:06:58|84|2023-03-02T10:06:58|84|0|2023-03-02|2023-03-02
531|10|02.02.2023|1|xxx||333|10|2023-03-02T14:45:05|323|2023-03-02T14:45:05|323|0|2023-03-02|2023-03-02
532|10|02.02.2003|1|https://www.awisa.blv.admin.ch/adura/notification/new||334|10|2023-03-02T14:49:37|895|2023-03-02T14:49:37|895|0|2023-03-02|2023-03-02
533|10|02.02.2023|9|https://www.food-safety.com/articles/8318-pfas-found-in-eggs-laid-by-hens-that-are-fed-contaminated-feed#:~:text=PFAS%20Found%20in%20Eggs%20Laid%20by%20Hens%20that%20are%20Fed%20Contaminated%20Feed,-Credit%3A%20PublicDomainPictures%20(publicdomainpictures||335|10|2023-03-02T14:49:38|971|2023-03-02T14:49:38|971|0|2023-03-02|2023-03-02
534|10|02.02.2023|1|www....||336|10|2023-03-02T14:49:48|972|2023-03-02T14:49:48|972|0|2023-03-02|2023-03-02
535|10|02.02.2023|1|https://www.food-safety.com/articles/8318-pfas-found-in-eggs-laid-by-hens-that-are-fed-contaminated-feed||337|10|2023-03-02T14:50:08|243|2023-03-02T14:50:08|243|0|2023-03-02|2023-03-02
536|10|02.02.2023|1|www||338|10|2023-03-02T14:50:26|84|2023-03-02T14:50:26|84|0|2023-03-02|2023-03-02
537|10|02.02.2023|1|https://www.food-safety.com/articles/8318-pfas-found-in-eggs-laid-by-hens-that-are-fed-contaminated-feed#:~:text=PFAS%20Found%20in%20Eggs%20Laid%20by%20Hens%20that%20are%20Fed%20Contaminated%20Feed,-Credit%3A%20PublicDomainPictures%20(publicdomainpictures||339|10|2023-03-02T14:55:11|966|2023-03-02T14:55:11|966|0|2023-03-02|2023-03-02
538|10|28.02.2023|2|New York Post||340|237|2023-03-03T07:39:49|932|2023-03-03T07:39:49|932|0|2023-03-03|2023-03-03
539|20|||https://emergency.cdc.gov/han/2023/han00486.asp||340|37|2023-03-03T07:39:49|932|2023-03-03T07:39:49|932|0|2023-03-03|2023-03-03
540|10|01.03.2023|2|https://www.dailymail.co.uk/health/article-11808007/Doctors-warn-against-dangerous-TikTok-trend-drinking-raw-potato-juice.html||341|238|2023-03-03T08:01:27|932|2023-03-03T08:01:27|932|0|2023-03-03|2023-03-03
541|20|||https://www.tiktok.com/@dr_idz/video/7204552487284526341||341|239|2023-03-03T08:01:27|932|2023-03-03T08:01:27|932|0|2023-03-03|2023-03-03
542|30|||https://www.tiktok.com/@rubin_allergy/video/7205262141593488683?lang=en|TikTok|341||2023-03-03T08:12:46|932|2023-03-03T08:12:46|932|0|2023-03-03|2023-03-03
543|30||| https://doi.org/10.1128/mbio.02472-22|mBio - Solanimycin: A New Antifungal Antibiotic|341||2023-03-03T08:12:46|932|2023-03-03T08:12:46|932|0|2023-03-03|2023-03-03
544|10|28.02.2023|4|https://www.medicalnewstoday.com/articles/skipping-breakfast-fasting-compromised-immune-system||342|60|2023-03-03T08:59:08|932|2023-03-03T08:59:08|932|0|2023-03-03|2023-03-03
545|20|||https://doi.org/10.1016/j.immuni.2023.01.024||342|240|2023-03-03T08:59:08|932|2023-03-03T08:59:08|932|0|2023-03-03|2023-03-03
546|10|02.03.2023|2|https://www.houstonchronicle.com/news/houston-texas/health/article/colon-cancer-rising-younger-adults-later-stages-17814051.php||343|241|2023-03-03T10:00:17|84|2023-03-03T10:00:17|84|0|2023-03-03|2023-03-03
547|20|||https://www.cancer.org/content/dam/cancer-org/research/cancer-facts-and-statistics/colorectal-cancer-facts-and-figures/colorectal-cancer-facts-and-figures-2023.pdf||343|242|2023-03-03T10:00:17|84|2023-03-03T10:00:17|84|0|2023-03-03|2023-03-03
548|10|02.03.2023|3|https://affidiajournal.com/en/possible-cross-reactivity-between-chia-and-sesame-seeds-further-investigation-needed||344|55|2023-03-03T11:46:07|932|2023-03-03T11:46:07|932|0|2023-03-03|2023-03-03
549|20|||https://doi.org/10.1016/j.jaci.2022.12.542  ||344|243|2023-03-03T11:46:07|932|2023-03-03T11:46:07|932|0|2023-03-03|2023-03-03
550|10|03.03.2023|1|https://www.food-safety.com/articles/8393-efsa-assesses-risk-of-grayanotoxins-in-honey||345|10|2023-03-06T09:20:10|84|2023-03-06T09:20:10|84|0|2023-03-06|2023-03-06
551|20|||https://efsa.onlinelibrary.wiley.com/doi/10.2903/j.efsa.2023.7866||345|105|2023-03-06T09:20:10|84|2023-03-06T09:20:10|84|0|2023-03-06|2023-03-06
552|10|04.03.2023|10|https://doi.org/10.1016/j.foodchem.2023.135642||346|75|2023-03-07T13:07:02|932|2023-03-07T13:07:02|932|0|2023-03-07|2023-03-07
553|10|01.03.2023|2|https://www.foodsafetynews.com/2023/03/italy-sees-most-hus-cases-for-decades/||347|18|2023-03-08T07:15:49|84|2023-03-08T07:15:49|84|0|2023-03-08|2023-03-08
554|10|07.03.2023|2|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||348|10|2023-03-08T07:31:59|84|2023-03-08T07:31:59|84|0|2023-03-08|2023-03-08
555|10|07.03.2023|1|https://www.food-safety.com/articles/8400-canada-releases-food-fraud-report-for-20212022||349|10|2023-03-08T07:40:36|84|2023-03-08T07:40:36|84|0|2023-03-08|2023-03-08
556|20|||https://inspection.canada.ca/science-and-research/our-research-and-publications/food-fraud-report/eng/1673406031553/1673406032162||349|35|2023-03-08T07:40:36|84|2023-03-08T07:40:36|84|0|2023-03-08|2023-03-08
557|10|07.03.2023|3|https://www.eurekalert.org/news-releases/981938||350|19|2023-03-08T07:41:22|932|2023-03-08T07:41:22|932|0|2023-03-08|2023-03-08
558|20|||https://doi.org/10.1021/acs.estlett.3c00083||350|64|2023-03-08T07:41:22|932|2023-03-08T07:41:22|932|0|2023-03-08|2023-03-08
559|20|||https://doi.org/10.12688/wellcomeopenres.16372.4||348|244|2023-03-08T10:41:35|932|2023-03-08T10:41:35|932|0|2023-03-08|2023-03-08
560|30|||https://doi.org/10.5365/wpsar.2022.13.1.887|WHO|348||2023-03-08T10:41:35|932|2023-03-08T10:41:35|932|0|2023-03-08|2023-03-08
561|10|08.03.2023|2|https://www.eurekalert.org/news-releases/981734||351|19|2023-03-09T09:13:30|932|2023-03-09T09:13:30|932|0|2023-03-09|2023-03-09
562|20|||https://doi.org/10.1289/EHP11391||351|109|2023-03-09T09:13:30|932|2023-03-09T09:13:30|932|0|2023-03-09|2023-03-09
563|10|03.03.2023|18|https://doi.org/10.1016/j.foodcont.2023.109687||352|102|2023-03-09T11:00:13|932|2023-03-09T11:00:13|932|0|2023-03-09|2023-03-09
564|10|09.03.2023|2|https://www.eurekalert.org/news-releases/982257||353|19|2023-03-10T07:04:31|932|2023-03-10T07:04:31|932|0|2023-03-10|2023-03-10
565|20|||https://doi.org/10.1097/JU.0000000000003139||353|245|2023-03-10T07:04:31|932|2023-03-10T07:04:31|932|0|2023-03-10|2023-03-10
566|10|09.03.2023|1|https://affidiajournal.com/en/consortium-investigates-microbial-contaminants-in-plant-based-foods||354|55|2023-03-10T07:16:07|932|2023-03-10T07:16:07|932|0|2023-03-10|2023-03-10
567|20|||https://www.nizo.com/news/microbial-contaminants-in-new-plant-based-ingredients/||354|246|2023-03-10T07:16:07|932|2023-03-10T07:16:07|932|0|2023-03-10|2023-03-10
568|10|03.2023|5|https://wwwnc.cdc.gov/eid/article/29/3/22-1417_article||355|34|2023-03-10T07:53:27|84|2023-03-10T07:53:27|84|0|2023-03-10|2023-03-10
569|10|02.04.2023|10|https://www.sciencedirect.com/science/article/pii/S0168160523000223||356|11|2023-03-10T08:32:45|84|2023-03-10T08:32:45|84|0|2023-03-10|2023-03-10
570|10|04.2023|5|https://www.sciencedirect.com/science/article/pii/S2352352223000014||357|155|2023-03-10T08:58:39|84|2023-03-10T08:58:39|84|0|2023-03-10|2023-03-10
571|10|04.2023|14|https://www.sciencedirect.com/science/article/pii/S2352352223000026||358|155|2023-03-10T09:39:05|84|2023-03-10T09:39:05|84|0|2023-03-10|2023-03-10
572|10|07.03.2023|3|https://www.frc.ch/lassociation/||359|247|2023-03-10T11:57:54|932|2023-03-10T11:57:54|932|0|2023-03-10|2023-03-10
573|30|||https://joint-research-centre.ec.europa.eu/system/files/2019-07/eur_29666_en_-_fcm_mineral_oil_guidance_full_size_figure.pdf|EU guidance on MOH in food |359||2023-03-10T11:57:54|932|2023-03-10T11:57:54|932|0|2023-03-10|2023-03-10
574|10|12.03.2023|2|https://www.foodsafetynews.com/2023/03/portuguese-crackdowns-target-meat-supplements-and-olive-oil/#more-225258||360|18|2023-03-13T11:11:07|84|2023-03-13T11:11:07|84|0|2023-03-13|2023-03-13
575|10|13.03.2023|46|https://doi.org/10.1017/s0007114523000624||361|248|2023-03-14T06:40:46|84|2023-03-14T06:40:46|84|0|2023-03-14|2023-03-14
576|10|10.03.2023|3|https://www.bbc.com/news/business-64904334||362|249|2023-03-14T11:39:09|932|2023-03-14T11:39:09|932|0|2023-03-14|2023-03-14
577|10|13.03.2023|4|https://www.medicalnewstoday.com/articles/ultra-processed-foods-may-increase-crohns-disease-risk||363|60|2023-03-14T11:44:37|932|2023-03-14T11:44:37|932|0|2023-03-14|2023-03-14
578|20|||https://doi.org/10.1016/j.cgh.2023.01.012||363|207|2023-03-14T11:44:37|932|2023-03-14T11:44:37|932|0|2023-03-14|2023-03-14
579|10|10.03.2023|5|https://www.medicalnewstoday.com/articles/why-a-keto-like-diet-may-be-linked-to-heart-attack-and-stroke||364|60|2023-03-14T11:50:19|932|2023-03-14T11:50:19|932|0|2023-03-14|2023-03-14
580|20|||https://www.med.ubc.ca/news/popular-keto-diet-may-be-linked-to-higher-risk-of-heart-disease-cardiac-events/||364|250|2023-03-14T12:50:45|932|2023-03-14T12:50:45|932|0|2023-03-14|2023-03-14
581|10|03.03.2023|2|https://www.just-food.com/news/global-obesity-more-than-half-planet-could-be-overweight-in-next-decade/||365|251|2023-03-14T13:27:37|932|2023-03-14T13:27:37|932|0|2023-03-14|2023-03-14
582|20|||https://data.worldobesity.org/publications/?cat=19||365|252|2023-03-14T13:27:37|932|2023-03-14T13:27:37|932|0|2023-03-14|2023-03-14
583|10|14.03.2023|1|https://news.bloomberglaw.com/environment-and-energy/pfas-water-limits-as-low-as-labs-can-measure-proposed-by-epa||366|253|2023-03-15T08:02:20|932|2023-03-15T08:02:20|932|0|2023-03-15|2023-03-15
584|20|||https://www.epa.gov/sdwa/and-polyfluoroalkyl-substances-pfas||366|254|2023-03-15T08:02:20|932|2023-03-15T08:02:20|932|0|2023-03-15|2023-03-15
585|10|14.03.2023|2|https://www.foodnavigator.com/Article/2023/03/14/mediterranean-diet-linked-with-decreased-risk-of-dementia||367|67|2023-03-15T08:19:15|84|2023-03-15T08:19:15|84|0|2023-03-15|2023-03-15
586|20|||https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02772-3||367|13|2023-03-15T08:19:15|84|2023-03-15T08:19:15|84|0|2023-03-15|2023-03-15
587|10|15.03.2022|2|https://www.eurekalert.org/news-releases/982768||368|19|2023-03-16T06:57:59|932|2023-03-16T06:57:59|932|0|2023-03-16|2023-03-16
588|20|||https://doi.org/10.1038/s41467-023-35861-1||368|40|2023-03-16T06:57:59|932|2023-03-16T06:57:59|932|0|2023-03-16|2023-03-16
589|10|15.03.2023|2|https://www.foodnavigator.com/Article/2023/03/15/gluten-free-products-are-still-not-usually-nutritionally-equivalent-to-those-that-contain-gluten||369|67|2023-03-16T08:20:51|84|2023-03-16T08:20:51|84|0|2023-03-16|2023-03-16
590|20|||https://pubmed.ncbi.nlm.nih.gov/36496647/||369|22|2023-03-16T08:20:51|84|2023-03-16T08:20:51|84|0|2023-03-16|2023-03-16
591|10|15.03.2023|32|https://www.food.gov.uk/sites/default/files/media/document/Cultured%20meat%20hazard%20identification%20final_0.pdf||370|154|2023-03-16T10:32:43|84|2023-03-16T10:32:43|84|0|2023-03-16|2023-03-16
592|10|14.03.2023|1|https://www.mdpi.com/2076-2607/11/3/750||371|125|2023-03-16T10:50:46|84|2023-03-16T10:50:46|84|0|2023-03-16|2023-03-16
593|10|16.03.2023|1|https://www.food-safety.com/articles/8426-study-links-high-winds-to-campylobacter-spread-on-chicken-farms||372|10|2023-03-17T11:55:02|84|2023-03-17T11:55:02|84|0|2023-03-17|2023-03-17
594|20|||https://www.mdpi.com/2076-2615/13/3/492||372|255|2023-03-17T11:55:02|84|2023-03-17T11:55:02|84|0|2023-03-17|2023-03-17
595|10|16.03.2023|3|https://www.reportdifesa.it/guardia-di-finanza-a-napoli-scoperto-un-business-criminale-nel-contrabbando-nelladulterazione-e-nella-contraffazione-di-bevande-alcoliche-arrestate-12-persone-ed-eseguiti-sequestri-per-10/||373|256|2023-03-17T14:25:45|84|2023-03-17T14:25:45|84|0|2023-03-17|2023-03-17
596|10|17.03.2023|1|https://www.foodnavigator.com/Article/2023/03/17/Progress-made-in-eliminating-trans-fats-but-5-billion-still-unprotected-WHO||374|67|2023-03-20T07:22:55|84|2023-03-20T07:22:55|84|0|2023-03-20|2023-03-20
597|20|||https://www.who.int/publications/i/item/9789240067233||374|257|2023-03-20T07:22:55|84|2023-03-20T07:22:55|84|0|2023-03-20|2023-03-20
598|20|||https://today.tamu.edu/2023/02/21/texas-am-meat-scientist-developing-no-nitrite-added-cured-meats/||316|258|2023-03-20T13:17:26|932|2023-03-20T13:17:26|932|0|2023-03-20|2023-03-20
599|10|20.03.2023|3|https://www.foodnavigator.com/Article/2023/03/20/personalised-diet-and-supplements-targeting-gut-health-the-key-to-neurological-health-review-concludes||375|67|2023-03-21T07:04:06|84|2023-03-21T07:04:06|84|0|2023-03-21|2023-03-21
600|20|||https://www.mdpi.com/2072-6643/15/6/1436||375|163|2023-03-21T07:04:06|84|2023-03-21T07:04:06|84|0|2023-03-21|2023-03-21
601|10|20.03.2023|1|https://www.allaboutfeed.net/animal-feed/feed-additives/colistin-use-in-animal-feed-increasing-antibiotic-resistance-in-humans/||376|131|2023-03-21T07:32:09|84|2023-03-21T07:32:09|84|0|2023-03-21|2023-03-21
602|20|||https://www.sciencedirect.com/science/article/pii/S2666524722003871?via%3Dihub||376|259|2023-03-21T07:32:09|84|2023-03-21T07:32:09|84|0|2023-03-21|2023-03-21
603|10|22.03.2023|3|https://www.eurekalert.org/news-releases/983573||377|19|2023-03-23T07:29:05|932|2023-03-23T07:29:05|932|0|2023-03-23|2023-03-23
604|20|||https://doi.org/10.1289/EHP11258||377|109|2023-03-23T07:29:05|932|2023-03-23T07:29:05|932|0|2023-03-23|2023-03-23
605|10|22.03.2023|1|https://www.foodaktuell.ch/2023/03/22/suessigkeiten-veraendern-laut-einer-studie-das-gehirn/||378|150|2023-03-23T09:20:11|84|2023-03-23T09:20:11|84|0|2023-03-23|2023-03-23
606|20|||https://www.cell.com/cell-metabolism/pdfExtended/S1550-4131(23)00051-7||378|225|2023-03-23T09:20:11|84|2023-03-23T09:20:11|84|0|2023-03-23|2023-03-23
607|10|23.03.2023|3|https://joint-research-centre.ec.europa.eu/jrc-news/food-fraud-how-genuine-your-honey-2023-03-23_en||379|260|2023-03-24T07:42:18|84|2023-03-24T07:42:18|84|0|2023-03-24|2023-03-24
608|20|||https://publications.jrc.ec.europa.eu/repository/handle/JRC130227||379|260|2023-03-24T07:42:18|84|2023-03-24T07:42:18|84|0|2023-03-24|2023-03-24
609|10|23.03.2023|4|https://www.washingtonpost.com/wellness/2023/03/23/bacteria-meat-uti-urinary-tract-gwu-study-ecoli/||380|261|2023-03-24T08:51:06|84|2023-03-24T08:51:06|84|0|2023-03-24|2023-03-24
610|20|||https://www.sciencedirect.com/science/article/pii/S2352771423000381||380|262|2023-03-24T08:51:06|84|2023-03-24T08:51:06|84|0|2023-03-24|2023-03-24
611|10|24.03.2023|2|https://www.bfr.bund.de/cm/349/glutamic-acid-and-glutamates-assessment-of-health-effects-through-their-use-as-food-additives.pdf||381|56|2023-03-27T07:27:07|84|2023-03-27T07:27:07|84|0|2023-03-27|2023-03-27
612|10|25.03.2023|4|https://www.inventiva.co.in/stories/second-lab-grown-chicken/||382|263|2023-03-27T09:23:43|84|2023-03-27T09:23:43|84|0|2023-03-27|2023-03-27
613|20|||https://www.fda.gov/media/166347/download||382|16|2023-03-27T09:23:43|84|2023-03-27T09:23:43|84|0|2023-03-27|2023-03-27
614|30|||https://www.fda.gov/media/166346/download|Dossier in support of the safety of Good Meat cultured chicken|382||2023-03-27T09:23:43|84|2023-04-14T15:01:23|932|1|2023-03-27|2023-04-14
615|10|24.03.2023|3|https://www.fooddive.com/news/salt-substitutes-reduction-fda-policy-standards-of-identity/645915/||383|264|2023-03-27T11:21:16|932|2023-03-27T11:21:16|932|0|2023-03-27|2023-03-27
616|20|||https://www.fda.gov/media/166473/download||383|16|2023-03-27T11:21:16|932|2023-03-27T11:21:16|932|0|2023-03-27|2023-03-27
617|10|24.03.2023|2|https://www.eurekalert.org/news-releases/983868#_ftn2||384|19|2023-03-27T11:36:44|932|2023-03-27T11:36:44|932|0|2023-03-27|2023-03-27
618|20|||https://eng-agri-eu-pesticidefree.colloque.inrae.fr/||384|265|2023-03-27T11:36:44|932|2023-03-27T11:36:44|932|0|2023-03-27|2023-03-27
619|10|24.03.2023|3|https://www.medicalnewstoday.com/articles/high-fat-sugar-change-brains-to-prefer-sweets-unhealthy-foods||385|60|2023-03-27T13:31:21|932|2023-03-27T13:31:21|932|0|2023-03-27|2023-03-27
620|20|||https://doi.org/10.1016/j.cmet.2023.02.015||385|225|2023-03-27T13:31:21|932|2023-03-27T13:31:21|932|0|2023-03-27|2023-03-27
621|10|23.03.2023|3|https://www.medicalnewstoday.com/articles/common-sweetener-in-high-doses-may-suppress-immune-system-mice-study-suggests||386|60|2023-03-27T13:46:32|932|2023-03-27T13:46:32|932|0|2023-03-27|2023-03-27
622|20|||https://doi.org/10.1038/s41586-023-05801-6||386|138|2023-03-27T13:46:32|932|2023-03-27T13:46:32|932|0|2023-03-27|2023-03-27
623|10|05.2023|10|https://www.sciencedirect.com/science/article/abs/pii/S0963996923002752||387|266|2023-03-28T08:51:26|84|2023-03-28T08:51:26|84|0|2023-03-28|2023-03-28
624|10|28.03.2023|3|https://www.eurekalert.org/news-releases/984122||388|19|2023-03-29T08:19:18|932|2023-03-29T08:19:18|932|0|2023-03-29|2023-03-29
625|20|||https://doi.org/10.1021/acs.estlett.2c00926||388|64|2023-03-29T08:19:18|932|2023-03-29T08:19:18|932|0|2023-03-29|2023-03-29
626|10|28.03.2023|1|https://www.food-safety.com/articles/8459-safer-pfas-types-used-in-food-packaging-still-hazardous-study-finds||389|10|2023-03-29T08:55:23|84|2023-03-29T08:55:23|84|0|2023-03-29|2023-03-29
627|20|||https://pubs.acs.org/doi/10.1021/acs.estlett.2c00926||389|267|2023-03-29T08:55:23|84|2023-03-29T08:55:23|84|0|2023-03-29|2023-03-29
628|10|28.03.2023|10|https://doi.org/10.1038/s41370-023-00536-y||390|138|2023-03-29T09:02:06|932|2023-03-29T09:02:06|932|0|2023-03-29|2023-03-29
629|10|27.03.2023|10|https://doi.org/10.1038/s41370-023-00539-9||391|138|2023-03-29T09:12:20|932|2023-03-29T09:12:20|932|0|2023-03-29|2023-03-29
630|10|23.03.2023|10|https://doi.org/10.1038/s43247-023-00723-7||392|138|2023-03-29T09:17:58|932|2023-03-29T09:17:58|932|0|2023-03-29|2023-03-29
631|10|28.03.2023|16|https://doi.org/10.1016/j.heliyon.2023.e14762||393|268|2023-03-29T09:29:40|932|2023-03-29T09:29:40|932|0|2023-03-29|2023-03-29
632|10|28.03.2023|1|https://www.efsa.europa.eu/en/news/nitrosamines-food-raise-health-concern||394|105|2023-03-30T07:09:06|84|2023-03-30T07:09:06|84|0|2023-03-30|2023-03-30
633|20|||https://efsa.onlinelibrary.wiley.com/doi/epdf/10.2903/j.efsa.2023.7884||394|105|2023-03-30T07:09:06|84|2023-03-30T07:09:06|84|0|2023-03-30|2023-03-30
634|10|30.03.2023|16|https://www.efsa.europa.eu/en/supporting/pub/en-7983||395|105|2023-03-30T08:00:18|84|2023-03-31T08:35:16|84|1|2023-03-30|2023-03-31
635|10|29.03.2023||https://www.foodaktuell.ch/2023/03/29/zu-leichtes-brot/||396|150|2023-03-30T11:42:11|84|2023-03-30T11:42:11|84|0|2023-03-30|2023-03-30
636|20|||https://www.metas.ch/metas/de/home/dok/publikationen/medienmitteilungen.msg-id-93943.html||396|270|2023-03-30T11:42:11|84|2023-03-30T11:42:11|84|0|2023-03-30|2023-03-30
637|10|07.03.2023|1|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||397|10|2023-03-30T14:32:02|962|2023-03-30T14:32:02|962|0|2023-03-30|2023-03-30
638|10|07.03.2023|1|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate#:~:text=The%20two%20elderly%20victims%20with,of%20less%20than%200.1%20mg.||398|10|2023-03-30T14:41:56|150|2023-03-30T14:41:56|150|0|2023-03-30|2023-03-30
639|10|07.03.2023|2|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate#:~:text=The%20two%20elderly%20victims%20with,of%20less%20than%200.1%20mg.||399|10|2023-03-30T14:42:47|246|2023-03-30T14:42:47|246|0|2023-03-30|2023-03-30
640|20|||10.1016/j.anaerobe.2022.102514||399|271|2023-03-30T14:42:47|246|2023-03-30T14:42:47|246|0|2023-03-30|2023-03-30
641|10|07.03.2023||https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||400|10|2023-03-30T14:44:49|368|2023-03-30T14:44:49|368|0|2023-03-30|2023-03-30
642|30|||https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwizqqvn0oP-AhWGgP0HHY7BDHEQFnoECDgQAQ&url=https%3A%2F%2Fojs.wpro.who.int%2Fojs%2Findex.php%2Fwpsar%2Farticle%2Fview%2F887%2F1068&usg=AOvVaw1RF_rHp6mF9yT6bVYecEpn|An outbreak of type B botulism in southern Viet Nam, 2020|400||2023-03-30T14:44:49|368|2023-03-30T14:44:49|368|0|2023-03-30|2023-03-30
643|10|07.03.2023|3|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||401|10|2023-03-30T14:46:09|606|2023-03-30T14:46:09|606|0|2023-03-30|2023-03-30
644|20|||https://doi.org/10.1016/j.anaerobe.2022.102514||400|271|2023-03-30T14:46:15|368|2023-03-30T14:46:15|368|0|2023-03-30|2023-03-30
645|10|07.03.2023|1|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||402|10|2023-03-30T14:46:18|42|2023-03-30T14:46:18|42|0|2023-03-30|2023-03-30
646|10|30.03.2023|1|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||403|10|2023-03-30T14:47:53|985|2023-03-30T14:47:53|985|0|2023-03-30|2023-03-30
647|20|||https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||403|10|2023-03-30T14:47:53|985|2023-03-30T14:47:53|985|0|2023-03-30|2023-03-30
648|10|07.03.2023|4|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||404|10|2023-03-30T14:51:57|162|2023-03-30T14:51:57|162|0|2023-03-30|2023-03-30
649|20|||https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||404|10|2023-03-30T14:51:57|162|2023-03-30T14:51:57|162|0|2023-03-30|2023-03-30
650|20|||https://doi.org/10.1016/j.anaerobe.2022.102514||404|271|2023-03-30T14:51:57|162|2023-03-30T14:51:57|162|0|2023-03-30|2023-03-30
651|10|07.03.2003|1|https://www.food-safety.com/articles/8395-case-study-clostridium-botulinum-poisoning-caused-by-canned-pate||405|10|2023-03-30T14:57:03|978|2023-03-30T14:57:03|978|0|2023-03-30|2023-03-30
